SC,SP,Periode,Device_trust,Friendship,Localisation,Reputation,Experiance
f4,f3,4,0.965723,1,0.634183,0.5,0.7
f4,f5,4,0.964343,0.5,0.552963,0.5,0.7
f4,h2,4,0.966345,0,0.0635079,0.5,0.5
h3,f2,4,0.966402,0.5,0.851998,0.5,0.735714
h3,f3,4,0.965723,0.5,0.805921,0.5,0.7
h3,f4,4,0.966541,0.5,0.440104,0.5,0.5
h3,f5,4,0.964343,0,0.225157,0.5,0.5
h3,h2,4,0.966345,0,0.621867,0.5,0.5
h3,f2,4,0.966402,0.5,0.851998,0.5,0.735714
h3,f3,4,0.965723,0.5,0.805921,0.5,0.7
h3,f4,4,0.966541,0.5,0.440104,0.5,0.5
h3,h2,4,0.966345,0,0.621867,0.5,0.5
h3,f5,4,0.964343,0,0.225157,0.5,0.5
h5,f2,4,0.966402,0.333333,0.191639,0.5,0.5
h5,f3,4,0.965723,0.333333,0.517238,0.5,0.5
h5,f4,4,0.966541,0.333333,0.793936,0.5,0.5
h5,f5,4,0.964343,0.333333,0.750669,0.5,0.5
h5,h2,4,0.966345,0.666667,0,0.5,0.5
h2,f2,4,0.966402,0.5,0.768221,0.5,0.7
h2,f3,4,0.965723,0.5,0.428662,0.5,0.5
h2,f4,4,0.966541,0,0.0635079,0.5,0.5
h2,f5,4,0.964343,0.5,0,0.5,0.5
h2,h1,4,0.965761,0.5,0.43937,0.5,0.5
h3,f2,4,0.966402,0.5,0.851998,0.5,0.842857
h3,f3,4,0.965723,0.5,0.805921,0.5,0.7
h3,f4,4,0.966541,0.5,0.440104,0.5,0.7
h3,f5,4,0.964343,0,0.225157,0.5,0.5
h3,h1,4,0.965761,0.5,0.550043,0.5,0.3
h3,h2,4,0.966345,0,0.621867,0.5,0.5
h2,h4,5,0.980561,0,0.261497,0.5,0.5
f1,h2,5,0.97935,0.333333,0.685799,0.5,0.9
f1,h4,5,0.980561,0.333333,0.350769,0.5,0.5
h1,f2,5,0.980487,0.5,0.556362,0.590476,0.34
h1,h2,5,0.97935,0.5,0.43937,0.5,0.5
h1,h4,5,0.980561,0.5,0.367107,0.5,0.5
h3,f1,5,0.977438,0.5,0.659381,0.5,0.5
h3,f2,5,0.980487,0.5,0.851998,0.590476,0.882143
h3,h2,5,0.97935,0,0.621867,0.5,0.5
h3,h4,5,0.980561,1,0.638371,0.5,0.5
h5,f1,5,0.977438,0.333333,0.119574,0.5,0.5
h5,f2,5,0.980487,0.333333,0.191639,0.590476,0.5
h5,f4,5,0.979832,0.333333,0.793936,0.5,0.5
h5,h2,5,0.97935,0.666667,0,0.5,0.5
h5,h4,5,0.980561,0.666667,0.664526,0.5,0.5
h3,f1,5,0.977438,0.5,0.659381,0.5,0.5
h3,f2,5,0.980487,0.5,0.851998,0.590476,0.905714
h3,f4,5,0.979832,0.5,0.440104,0.5,0.7
h3,h2,5,0.97935,0,0.621867,0.5,0.5
h3,h4,5,0.980561,1,0.638371,0.5,0.5
h2,f1,5,0.977438,0.5,0.685799,0.5,0.5
h2,f2,5,0.980487,0.5,0.768221,0.590476,0.7
h2,f4,5,0.979832,0,0.0635079,0.5,0.5
h2,h4,5,0.980561,0,0.261497,0.5,0.5
h5,f1,5,0.977438,0.333333,0.119574,0.5,0.5
h5,f2,5,0.980487,0.333333,0.191639,0.590476,0.5
h5,f4,5,0.979832,0.333333,0.793936,0.5,0.5
h5,h1,5,0.979731,0.333333,0.228055,0.5,0.5
h5,h2,5,0.97935,0.666667,0,0.5,0.5
h5,h4,5,0.980561,0.666667,0.664526,0.5,0.7
h5,h4,5,0.980561,0.666667,0.664526,0.5,0.7
h5,f4,5,0.979832,0.333333,0.793936,0.5,0.5
h5,h2,5,0.97935,0.666667,0,0.5,0.5
h5,f2,5,0.980487,0.333333,0.191639,0.590476,0.5
h5,h1,5,0.979731,0.333333,0.228055,0.5,0.5
h5,f1,5,0.977438,0.333333,0.119574,0.5,0.5
h1,f1,5,0.977438,0,0.750855,0.5,0.34
h1,f2,5,0.980487,0.5,0.556362,0.590476,0.34
h1,f4,5,0.979832,0.5,0.212492,0.5,0.5
h1,h2,5,0.97935,0.5,0.43937,0.5,0.34
h1,h3,5,0.979832,0.5,0.550043,0.5,0.5
h1,h4,5,0.980561,0.5,0.367107,0.5,0.5
f3,f2,6,0.987778,0.333333,0.657919,0.590476,0.5
f1,f2,6,0.987778,0.666667,0.742268,0.590476,0.357143
f4,f2,6,0.987778,0.5,0.292101,0.590476,0.5
f3,f1,6,0.985454,0.333333,0.502559,0.5,0.5
h5,f1,6,0.985454,0.333333,0.119574,0.5,0.5
h5,f3,6,0.987463,0.333333,0.517238,0.5,0.5
h5,f4,6,0.987903,0.333333,0.793936,0.5,0.7
h1,f1,6,0.985454,0,0.750855,0.5,0.34
h1,f3,6,0.987463,0.5,0.4744,0.5,0.7
h1,f4,6,0.987903,0.5,0.212492,0.5,0.5
h1,f3,6,0.987463,0.5,0.4744,0.5,0.7
h1,f4,6,0.987903,0.5,0.212492,0.5,0.5
h1,f1,6,0.985454,0,0.750855,0.5,0.34
f1,f3,6,0.987463,0.333333,0.502559,0.5,0.5
f1,f4,6,0.987903,0.333333,0.163344,0.5,0.5
f4,f1,6,0.985454,0.5,0.163344,0.5,0.5
f4,f2,6,0.987778,0.5,0.292101,0.590476,0.566667
f4,f3,6,0.987463,1,0.634183,0.5,0.85
h3,f1,7,0.99011,0.5,0.659381,0.5,0.5
h3,f4,7,0.993105,0.5,0.440104,0.5,0.85
h3,h5,7,0.99151,1,0.334537,0.5,0.5
h5,f1,7,0.99011,0.333333,0.119574,0.5,0.5
h5,f4,7,0.993105,0.333333,0.793936,0.5,0.85
f1,f4,7,0.993105,0.333333,0.163344,0.5,0.5
f1,h2,7,0.992491,0.333333,0.685799,0.5,0.925
f1,h5,7,0.99151,0.333333,0.119574,0.5,0.5
h1,f1,7,0.99011,0,0.750855,0.5,0.34
h1,f4,7,0.993105,0.5,0.212492,0.5,0.5
h1,h2,7,0.992491,0.5,0.43937,0.5,0.34
h1,h5,7,0.99151,0.5,0.228055,0.5,0.5
h1,f1,7,0.99011,0,0.750855,0.5,0.34
h1,f4,7,0.993105,0.5,0.212492,0.5,0.5
h1,h2,7,0.992491,0.5,0.43937,0.5,0.34
h1,h5,7,0.99151,0.5,0.228055,0.5,0.34
f4,f1,7,0.99011,0.5,0.163344,0.5,0.5
f4,f3,7,0.99251,1,0.634183,0.585714,0.9
f4,f5,7,0.991115,0.5,0.552963,0.5,0.7
f4,h2,7,0.992491,0,0.0635079,0.5,0.5
f4,h5,7,0.99151,0.5,0.793936,0.5,0.5
f2,f1,7,0.99011,0.5,0.742268,0.5,0.5
f2,f3,7,0.99251,0.25,0.657919,0.585714,0.5
f2,f4,7,0.993105,0.25,0.292101,0.5,0.5
f2,f5,7,0.991115,0.75,0.0994279,0.5,0.5
f2,h2,7,0.992491,0.25,0.768221,0.5,0.85
f2,h5,7,0.99151,0.25,0.191639,0.5,0.5
f1,f3,8,0.994897,0.333333,0.502559,0.585714,0.7
f1,h5,8,0.992828,0.333333,0.119574,0.5,0.5
h5,f3,8,0.994897,0.333333,0.517238,0.585714,0.5
h2,f3,8,0.994897,0.5,0.428662,0.585714,0.5
h2,h5,8,0.992828,1,0,0.5,0.5
h3,f2,8,0.995547,0.5,0.851998,0.590476,0.905714
h3,f3,8,0.994897,0.5,0.805921,0.585714,0.7
h3,h5,8,0.992828,1,0.334537,0.5,0.5
h2,f2,8,0.995547,0.5,0.768221,0.590476,0.7
h2,f3,8,0.994897,0.5,0.428662,0.585714,0.7
h2,h5,8,0.992828,1,0,0.5,0.5
h1,f2,8,0.995547,0.5,0.556362,0.590476,0.34
h1,f3,8,0.994897,0.5,0.4744,0.585714,0.36
h1,f5,8,0.994737,0.5,0.269286,0.5,0.5
h1,h5,8,0.992828,0.5,0.228055,0.5,0.34
h1,f5,8,0.994737,0.5,0.269286,0.5,0.5
h1,f3,8,0.994897,0.5,0.4744,0.585714,0.36
h1,f2,8,0.995547,0.5,0.556362,0.590476,0.34
h1,h5,8,0.992828,0.5,0.228055,0.5,0.34
f2,f5,9,0.995263,0.75,0.0994279,0.5,0.5
f4,f2,9,0.99668,0.5,0.292101,0.590476,0.566667
f4,f5,9,0.995263,0.5,0.552963,0.5,0.7
f4,f1,9,0.997277,0.5,0.163344,0.5,0.5
f4,f2,9,0.99668,0.5,0.292101,0.590476,0.566667
f4,f3,9,0.996827,1,0.634183,0.585714,0.925
f4,f5,9,0.995263,0.5,0.552963,0.5,0.85
f4,h3,9,0.997708,0.5,0.440104,0.5,0.5
h5,f1,9,0.997277,0.333333,0.119574,0.5,0.5
h5,f2,9,0.99668,0.333333,0.191639,0.590476,0.5
h5,f3,9,0.996827,0.333333,0.517238,0.585714,0.655556
h5,f5,9,0.995263,0.333333,0.750669,0.5,0.7
h5,h3,9,0.997708,0.666667,0.334537,0.5,0.5
h1,f1,9,0.997277,0,0.750855,0.5,0.34
h1,f2,9,0.99668,0.5,0.556362,0.590476,0.34
h1,f3,9,0.996827,0.5,0.4744,0.585714,0.36
h1,f5,9,0.995263,0.5,0.269286,0.5,0.85
h1,h2,9,0.996821,0.5,0.43937,0.6,0.34
h1,h3,9,0.997708,0.5,0.550043,0.5,0.34
h5,f1,10,0.995659,0.333333,0.119574,0.5,0.5
h5,h1,10,0.994225,0.333333,0.228055,0.5,0.5
f5,f1,10,0.995659,0.666667,0.0983332,0.5,0.5
f5,h1,10,0.994225,0.333333,0.269286,0.5,0.5
h3,f1,10,0.995659,0.5,0.659381,0.5,0.5
h3,f5,10,0.996095,0,0.225157,0.5,0.5
h3,h1,10,0.994225,0.5,0.550043,0.5,0.3
h1,f1,10,0.995659,0,0.750855,0.5,0.34
h1,f5,10,0.996095,0.5,0.269286,0.5,0.54
h5,f1,10,0.995659,0.333333,0.119574,0.5,0.5
h5,h1,10,0.994225,0.333333,0.228055,0.5,0.3
f4,f1,10,0.995659,0.5,0.163344,0.5,0.5
f4,f2,10,0.997687,0.5,0.292101,0.590476,0.566667
f4,h1,10,0.994225,0.5,0.212492,0.5,0.3
h3,f1,10,0.995659,0.5,0.659381,0.5,0.7
h3,f2,10,0.997687,0.5,0.851998,0.590476,0.921429
h3,f5,10,0.996095,0,0.225157,0.5,0.5
h3,h1,10,0.994225,0.5,0.550043,0.5,0.3
f4,f1,10,0.995659,0.5,0.163344,0.5,0.5
f4,f2,10,0.997687,0.5,0.292101,0.590476,0.75
f4,f5,10,0.996095,0.5,0.552963,0.5,0.85
f4,h1,10,0.994225,0.5,0.212492,0.5,0.3
f2,f1,11,0.996036,0.5,0.742268,0.5,0.5
f4,f1,11,0.996036,0.5,0.163344,0.5,0.5
h5,f1,11,0.996036,0.333333,0.119574,0.5,0.5
h5,f4,11,0.999166,0.333333,0.793936,0.6,0.9
f1,f4,11,0.999166,0.333333,0.163344,0.6,0.5
f2,f1,11,0.996036,0.5,0.742268,0.5,0.7
f2,f4,11,0.999166,0.25,0.292101,0.6,0.5
h5,f4,11,0.999166,0.333333,0.793936,0.6,0.925
f4,f1,11,0.996036,0.5,0.163344,0.5,0.7
f4,f3,11,0.998322,1,0.634183,0.585714,0.94
f4,f5,11,0.994555,0.5,0.552963,0.6,0.9
f1,f3,11,0.998322,0.333333,0.502559,0.585714,0.85
f1,f5,11,0.994555,0.666667,0.0983332,0.6,0.5
h3,f1,12,0.996664,0.5,0.659381,0.6,0.7
h5,f1,12,0.996664,0.333333,0.119574,0.6,0.5
h1,f2,12,0.999327,0.5,0.556362,0.590476,0.34
f2,h2,12,0.998278,0.25,0.768221,0.6,0.9
f4,f2,12,0.999327,0.5,0.292101,0.590476,0.75
f4,h1,12,0.992753,0.5,0.212492,0.5,0.3
f4,h2,12,0.998278,0,0.0635079,0.6,0.5
f2,f4,12,0.999516,0.25,0.292101,0.6,0.5
f2,h1,12,0.992753,0.25,0.556362,0.5,0.5
f2,h2,12,0.998278,0.25,0.768221,0.6,0.925
f2,h3,12,0.999551,0.25,0.851998,0.5,0.7
h5,f2,12,0.999327,0.333333,0.191639,0.590476,0.5
h5,f4,12,0.999516,0.333333,0.793936,0.6,0.79
h5,h1,12,0.992753,0.333333,0.228055,0.5,0.3
h5,h2,12,0.998278,0.666667,0,0.6,0.5
h5,h3,12,0.999551,0.666667,0.334537,0.5,0.7
h3,h4,13,0.999706,1,0.638371,0.5,0.5
h1,f4,13,0.999719,0.5,0.212492,0.6,0.34
h1,h3,13,0.999003,0.5,0.550043,0.5,0.34
h1,h4,13,0.999706,0.5,0.367107,0.5,0.5
h4,f4,13,0.999719,0.5,0.801733,0.6,0.5
h4,h3,13,0.999003,1,0.638371,0.5,0.5
h5,f4,13,0.999719,0.333333,0.793936,0.6,0.9125
h5,h3,13,0.999003,0.666667,0.334537,0.5,0.7
h5,h4,13,0.999706,0.666667,0.664526,0.5,0.85
h4,f4,13,0.999719,0.5,0.801733,0.6,0.5
h4,h3,13,0.999003,1,0.638371,0.5,0.7
f2,f4,13,0.999719,0.25,0.292101,0.6,0.5
f2,h3,13,0.999003,0.25,0.851998,0.5,0.7
f2,h4,13,0.999706,0.25,0.490369,0.5,0.5
h3,f2,13,0.999057,0.5,0.851998,0.63619,0.932653
h3,f4,13,0.999719,0.5,0.440104,0.6,0.9
h3,h4,13,0.999706,1,0.638371,0.5,0.7
h3,f3,14,0.998505,0.5,0.805921,0.585714,0.7
f2,f3,14,0.998505,0.25,0.657919,0.585714,0.5
f2,f3,14,0.998505,0.25,0.657919,0.585714,0.5
h1,h3,14,0.998668,0.5,0.550043,0.5,0.34
f3,f5,14,0.996492,0.333333,0.375065,0.6,0.5
f3,h3,14,0.998668,0.333333,0.805921,0.5,0.5
f4,f1,14,0.999216,0.5,0.163344,0.6,0.7
f4,f3,14,0.998505,1,0.634183,0.585714,0.95
f4,f5,14,0.996492,0.5,0.552963,0.6,0.9
f4,h2,14,0.997778,0,0.0635079,0.6,0.5
f4,h3,14,0.998668,0.5,0.440104,0.5,0.5
f2,f1,14,0.999216,0.5,0.742268,0.6,0.627778
f2,f3,14,0.998505,0.25,0.657919,0.585714,0.614706
f2,f5,14,0.996492,0.75,0.0994279,0.6,0.7
f2,h2,14,0.997778,0.25,0.768221,0.6,0.94
f2,h3,14,0.998668,0.25,0.851998,0.5,0.7
f2,h4,14,0.999829,0.25,0.490369,0.5,0.7
f2,f1,14,0.999216,0.5,0.742268,0.6,0.627778
f2,f3,14,0.998505,0.25,0.657919,0.585714,0.614706
f2,f5,14,0.996492,0.75,0.0994279,0.6,0.7
f2,h2,14,0.997778,0.25,0.768221,0.6,0.95
f2,h3,14,0.998668,0.25,0.851998,0.5,0.7
f2,h4,14,0.999829,0.25,0.490369,0.5,0.7
h2,f4,15,0.999905,0,0.0635079,0.6,0.5
f1,f4,15,0.999905,0.333333,0.163344,0.6,0.7
f3,f4,15,0.999905,0.666667,0.634183,0.6,0.7
f2,f4,15,0.999905,0.25,0.292101,0.6,0.5
f1,f2,15,0.998865,0.666667,0.742268,0.63619,0.592857
f1,h3,15,0.998263,0.333333,0.659381,0.5,0.5
h3,f2,15,0.998865,0.5,0.851998,0.63619,0.932653
h3,f4,15,0.999905,0.5,0.440104,0.6,0.925
h4,f1,15,0.997401,0.5,0.350769,0.6,0.5
h4,f2,15,0.998865,0.5,0.490369,0.63619,0.5
h4,f4,15,0.999905,0.5,0.801733,0.6,0.5
h4,h3,15,0.998263,1,0.638371,0.5,0.85
