Label,NodeID,Recente,Ancienne,periode
1,s1_h2,0.261524,0.8308,4
1,s2_f1,0.995871,0.828955,4
1,s2_f2,0.99633,0.828732,4
1,s2_h1,0.995412,0.828612,4
1,s2_h2,0.99633,0.8308,4
1,s3_f1,0.998624,0.830109,4
1,s3_f2,0.999082,0.830556,4
0,s3_h1,0.999082,0.703895,4
1,s3_h2,0.995412,0.826097,4
1,s4_f1,0.998624,0.830779,4
1,s4_f2,0.995412,0.828508,4
1,s4_h1,0.99633,0.532929,4
1,s4_h2,0.999082,0.757803,4
0,s1_f3,0.993577,0.648862,4
0,s1_h3,0.26336,0.82902,4
1,s1_h4,0.504455,0.587014,4
1,s2_f3,0.998165,0.83014,4
1,s2_h3,0.999082,0.830044,4
1,s2_h4,0.997247,0.829914,4
1,s3_f3,0.999082,0.830748,4
1,s3_h3,0.999082,0.830044,4
1,s3_h4,0.994494,0.827326,4
1,s4_f3,0.999082,0.830748,4
1,s4_h3,0.998165,0.666503,4
1,s4_h4,0.997247,0.829914,4
0.6,s1_f4,0.516567,0.758188,4
0.6,s1_h5,0.402418,0.830748,4
1,s2_f4,0.994494,0.827251,4
1,s2_h5,0.999082,0.83014,4
1,s3_f4,0.997247,0.589861,4
1,s3_h5,0.998165,0.830748,4
1,s4_f4,0.997247,0.829646,4
1,s4_h5,0.999082,0.449775,4
1,s1_f5,0.997431,0.757593,4
1,s2_f5,0.997064,0.829108,4
1,s3_f5,0.997431,0.449422,4
1,s4_f5,0.70027,0.829956,4
0,s1_f1,0.701921,0.757919,5
1,s1_f2,0,0.423853,5
1,s1_h1,0.997247,0.481238,5
0,s1_h2,0.999082,0.59214,5
1,s2_f1,0.997064,0.898932,5
1,s2_f2,0.99633,0.898995,5
1,s2_h1,0.994494,0.898541,5
1,s2_h2,0.999082,0.900196,5
1,s3_f1,0.997431,0.900756,5
0,s3_f2,0.999082,0.901208,5
0,s3_h1,0.261524,0.827648,5
1,s3_h2,0.992659,0.89708,5
1,s4_f1,0.999816,0.901146,5
1,s4_f2,0.995412,0.89848,5
1,s4_h1,0.997247,0.727203,5
1,s4_h2,0.998165,0.858956,5
0,s1_f3,0.261524,0.793379,5
0,s1_h3,0,0.591875,5
1,s1_h4,0.997935,0.552402,5
1,s2_f3,0.998165,0.900582,5
1,s2_h3,1,0.900911,5
0,s2_h4,0.996559,0.900066,5
1,s3_f3,0.999082,0.90132,5
1,s3_h3,1,0.900911,5
1,s3_h4,0.995183,0.897409,5
1,s4_f3,0.999082,0.90132,5
1,s4_h3,0.997247,0.805547,5
1,s4_h4,0.996559,0.900066,5
1,s1_f4,0.701249,0.656892,5
0,s1_h5,0.70027,0.651177,5
1,s2_f4,0.992353,0.897365,5
1,s2_h5,0.999816,0.900967,5
1,s3_f4,0.999388,0.760652,5
1,s3_h5,0.997431,0.900935,5
0,s4_f4,0.999388,0.899911,5
1,s4_h5,0.999816,0.680064,5
0,s1_f5,1,0.858141,5
1,s2_f5,0.994494,0.899521,5
1,s3_f5,1,0.679167,5
1,s4_f5,1,0.775587,5
1,s1_f1,0,0.734443,6
0,s1_f2,0.997247,0.246159,6
1,s1_h1,0.997247,0.697567,6
1,s1_h2,0,0.762745,6
1,s2_f1,0.997247,0.940072,6
1,s2_f2,0.994494,0.939801,6
1,s2_h1,0.994494,0.938768,6
1,s2_h2,0.99633,0.941653,6
0.2,s3_f1,0.997247,0.941286,6
1,s3_f2,0.0774968,0.942241,6
0,s3_h1,0.261524,0.590309,6
0.2,s3_h2,0.995412,0.93715,6
1,s4_f1,1,0.942512,6
1,s4_f2,0.997247,0.939118,6
1,s4_h1,0.997247,0.840415,6
1,s4_h2,0.999082,0.917317,6
0,s1_f3,0,0.570406,6
0.2,s1_h3,0.265562,0.34374,6
1,s1_h4,0.999082,0.739186,6
1,s2_f3,0.997247,0.941492,6
1,s2_h3,0.999082,0.942453,6
1,s2_h4,0,0.940519,6
1,s3_f3,1,0.942306,6
1,s3_h3,0.999082,0.942453,6
1,s3_h4,0.99633,0.938399,6
1,s4_f3,1,0.942306,6
1,s4_h3,0.998165,0.885915,6
1,s4_h4,0.995412,0.940519,6
1,s1_f4,0.999082,0.675488,6
0.4,s1_h5,0,0.671758,6
0,s2_f4,0.995412,0.937188,6
1,s2_h5,1,0.942408,6
1,s3_f4,0.99633,0.860739,6
1,s3_h5,0.997247,0.94139,6
1,s4_f4,0.271067,0.941615,6
1,s4_h5,1,0.814116,6
0.2,s1_f5,0,0.917614,6
1,s2_f5,0.994494,0.939337,6
1,s3_f5,1,0.813672,6
1,s4_f5,1,0.869669,6
0,s1_f1,0.995412,0.426538,7
0,s1_f2,0,0.561042,7
1,s1_h1,1,0.823204,7
0.6,s1_h2,0.999725,0.442975,7
1,s2_f1,0.99633,0.964042,7
1,s2_f2,0.99633,0.96273,7
1,s2_h1,0.991742,0.96213,7
1,s2_h2,0.999725,0.964575,7
1,s3_f1,0.386108,0.964747,7
1,s3_f2,0.999082,0.579709,7
1,s3_h1,0,0.45247,7
1,s3_h2,0.483923,0.961576,7
1,s4_f1,0.999082,0.966613,7
1,s4_f2,0.995412,0.963488,7
0,s4_h1,1,0.906165,7
1,s4_h2,0.996972,0.951596,7
1,s1_f3,0.0774968,0.331272,7
0,s1_h3,0.481101,0.310965,7
0.2,s1_h4,0.997935,0.848144,7
1,s2_f3,0.998165,0.964867,7
1,s2_h3,0.999794,0.966194,7
1,s2_h4,0.996559,0.54622,7
1,s3_f3,0.999082,0.966493,7
1,s3_h3,0.999794,0.966194,7
1,s3_h4,0.995183,0.962686,7
1,s4_f3,0.999082,0.966493,7
1,s4_h3,0.997041,0.932974,7
1,s4_h4,0.996559,0.963532,7
0,s1_f4,0.997247,0.81115,7
0,s1_h5,0.552169,0.390133,7
1,s2_f4,0,0.961597,7
1,s2_h5,0.999082,0.966553,7
1,s3_f4,1,0.917583,7
1,s3_h5,0.998165,0.964807,7
1,s4_f4,1,0.660498,7
1,s4_h5,0.999082,0.892045,7
1,s1_f5,0.272077,0.532917,7
1,s2_f5,0.99633,0.962461,7
0.2,s3_f5,0.998165,0.891787,7
1,s4_f5,0.998165,0.924308,7
0.2,s1_f1,0,0.66503,8
1,s1_f2,0.261524,0.325833,8
1,s1_h1,0.99633,0.897323,8
0,s1_h2,0.697517,0.676384,8
1,s2_f1,0.997247,0.977578,8
1,s2_f2,0.99633,0.976816,8
1,s2_h1,0.995412,0.974545,8
1,s2_h2,0.997981,0.979311,8
1,s3_f1,0.997247,0.722161,8
1,s3_f2,0.999082,0.755525,8
0.6,s3_h1,0.999082,0.262779,8
1,s3_h2,0.99376,0.761327,8
1,s4_f1,1,0.980225,8
0,s4_f2,0.995412,0.976871,8
1,s4_h1,0,0.945504,8
1,s4_h2,0.999266,0.970619,8
1,s1_f3,0.993577,0.22488,8
0.6,s1_h3,0.261524,0.382292,8
1,s1_h4,0.802193,0.910942,8
1,s2_f3,0.998165,0.978827,8
1,s2_h3,0.999082,0.98028,8
1,s2_h4,0.997247,0.735018,8
1,s3_f3,0.999082,0.980156,8
1,s3_h3,0.999082,0.98028,8
1,s3_h4,0.994494,0.97631,8
1,s4_f3,0.999082,0.980156,8
1,s4_h3,0.998165,0.959833,8
1,s4_h4,0.997247,0.977378,8
0.2,s1_f4,0,0.889169,8
1,s1_h5,0.261524,0.458065,8
1,s2_f4,0.991742,0.558461,8
1,s2_h5,0.999082,0.98019,8
1,s3_f4,1,0.952135,8
1,s3_h5,0.998165,0.978792,8
1,s4_f4,1,0.802829,8
0.2,s4_h5,0.999082,0.936919,8
1,s1_f5,0.998165,0.423563,8
1,s2_f5,0.99633,0.97666,8
1,s3_f5,0.266846,0.936385,8
1,s4_f5,0.998165,0.955272,8
1,s1_f1,0.365278,0.386226,9
0.6,s1_f2,0.995412,0.298873,9
0.2,s1_h1,0.996031,0.93883,9
0.6,s1_h2,0.261524,0.685244,9
1,s2_f1,0.997247,0.985824,9
1,s2_f2,0.99633,0.984997,9
1,s2_h1,0.99571,0.983293,9
1,s2_h2,0.99633,0.987138,9
0.4,s3_f1,0.997247,0.837487,9
1,s3_f2,0.999082,0.857633,9
1,s3_h1,0.698825,0.571464,9
1,s3_h2,0.995412,0.858771,9
1,s4_f1,1,0.988516,9
1,s4_f2,0.261524,0.984644,9
1,s4_h1,0.996031,0.549115,9
1,s4_h2,0.999082,0.982629,9
0.4,s1_f3,0.993577,0.547145,9
0.2,s1_h3,0.702044,0.331662,9
1,s1_h4,0.997935,0.86535,9
1,s2_f3,0.998165,0.986934,9
1,s2_h3,0.999786,0.988163,9
1,s2_h4,0.996559,0.844954,9
1,s3_f3,0.999082,0.98809,9
1,s3_h3,0.999786,0.988163,9
0.6,s3_h4,0.995183,0.983933,9
1,s4_f3,0.999082,0.98809,9
1,s4_h3,0.997461,0.975903,9
1,s4_h4,0.996559,0.985708,9
0,s1_f4,0.478073,0.516397,9
0.4,s1_h5,0.999082,0.375668,9
1,s2_f4,0.992361,0.740108,9
1,s2_h5,0.998165,0.988111,9
1,s3_f4,0.999381,0.972202,9
1,s3_h5,0.999082,0.986914,9
1,s4_f4,0.999381,0.88549,9
1,s4_h5,0.26391,0.96298,9
0.4,s1_f5,1,0.664457,9
1,s2_f5,0.994494,0.984906,9
1,s3_f5,1,0.65569,9
1,s4_f5,1,0.973254,9
0.4,s1_f1,0.995412,0.377444,10
0.6,s1_f2,0.698343,0.590887,10
0,s1_h1,0.261524,0.962811,10
0,s1_h2,0.504914,0.507605,10
1,s2_f1,0.99633,0.990613,10
1,s2_f2,0.994953,0.989748,10
1,s2_h1,0.995412,0.988499,10
1,s2_h2,0.99633,0.990992,10
1,s3_f1,0.428959,0.904464,10
1,s3_f2,0.997706,0.916934,10
1,s3_h1,0.999082,0.624858,10
1,s3_h2,0.995412,0.916056,10
1,s4_f1,0.999082,0.99333,10
1,s4_f2,0.996788,0.681487,10
1,s4_h1,0.99633,0.736478,10
1,s4_h2,0.999082,0.989527,10
0.4,s1_f3,0.526913,0.734305,10
0.4,s1_h3,0.480688,0.486939,10
1,s1_h4,0.996788,0.920935,10
1,s2_f3,0.998165,0.991642,10
1,s2_h3,0.999656,0.993036,10
1,s2_h4,0.997706,0.908512,10
1,s3_f3,0.999082,0.992699,10
1,s3_h3,0.999656,0.993036,10
1,s3_h4,0.701096,0.988649,10
1,s4_f3,0.999082,0.992699,10
1,s4_h3,0.996903,0.984941,10
1,s4_h4,0.997706,0.990257,10
0.4,s1_f4,0,0.500331,10
0.2,s1_h5,0.3951,0.637026,10
1,s2_f4,0.991742,0.845862,10
1,s2_h5,0.999082,0.992326,10
1,s3_f4,1,0.983596,10
1,s3_h5,0.998165,0.992015,10
1,s4_f4,1,0.933237,10
1,s4_h5,0.999082,0.669905,10
1,s1_f5,0.296507,0.805129,10
1,s2_f5,0.99633,0.988926,10
0,s3_f5,0.998165,0.800037,10
1,s4_f5,0.998165,0.984467,10
0,s1_f1,0.43006,0.636518,11
1,s1_f2,0.646958,0.635936,11
1,s1_h1,0.261524,0.668807,11
1,s1_h2,0,0.506477,11
1,s2_f1,0.997247,0.99301,11
0,s2_f2,0.99633,0.99193,11
1,s2_h1,0.995412,0.991397,11
1,s2_h2,0.99633,0.99323,11
1,s3_f1,0.997247,0.705115,11
1,s3_f2,0.999082,0.950796,11
1,s3_h1,0.999082,0.781746,11
1,s3_h2,0.995412,0.949325,11
1,s4_f1,1,0.995742,11
1,s4_f2,0.995412,0.813672,11
0.4,s4_h1,0.99633,0.845417,11
0,s4_h2,0.999082,0.993533,11
0,s1_f3,0.51948,0.647359,11
1,s1_h3,0.391866,0.484319,11
0,s1_h4,0.997935,0.952735,11
1,s2_f3,0.998165,0.994377,11
1,s2_h3,0.999082,0.995811,11
1,s2_h4,0.996559,0.945905,11
1,s3_f3,0.999082,0.995375,11
1,s3_h3,0.999082,0.995811,11
1,s3_h4,0.995183,0.868097,11
1,s4_f3,0.999082,0.995375,11
0.2,s4_h3,0.998165,0.989956,11
1,s4_h4,0.996559,0.99338,11
1,s1_f4,0.435107,0.290574,11
0.6,s1_h5,0.274004,0.535602,11
1,s2_f4,0.994494,0.90702,11
1,s2_h5,0.999082,0.995158,11
0.4,s3_f4,0.997247,0.990473,11
1,s3_h5,0.998165,0.994593,11
1,s4_f4,0.997247,0.961227,11
1,s4_h5,0.999082,0.807908,11
0.4,s1_f5,1,0.591896,11
1,s2_f5,0.995871,0.99203,11
1,s3_f5,0,0.883099,11
1,s4_f5,1,0.99021,11
1,s1_f1,0,0.549964,12
0,s1_f2,0.998165,0.640557,12
1,s1_h1,0.99633,0.498059,12
0.6,s1_h2,0.997247,0.294144,12
0.2,s2_f1,0.997247,0.994786,12
1,s2_f2,0.988071,0.993775,12
1,s2_h1,0.995412,0.99308,12
1,s2_h2,0.997247,0.994529,12
1,s3_f1,0.997247,0.827588,12
1,s3_f2,0.99633,0.97104,12
0.6,s3_h1,0.999082,0.872861,12
1,s3_h2,0.994494,0.968646,12
1,s4_f1,1,0.997527,12
1,s4_f2,0.998165,0.889864,12
1,s4_h1,0.322728,0.908685,12
1,s4_h2,0.261524,0.995859,12
1,s1_f3,0,0.593748,12
1,s1_h3,0.99633,0.445559,12
0.6,s1_h4,0.261524,0.971685,12
1,s2_f3,0.997247,0.995965,12
1,s2_h3,0.998165,0.997183,12
1,s2_h4,0.997247,0.967141,12
1,s3_f3,1,0.996929,12
0,s3_h3,0.998165,0.997183,12
1,s3_h4,0.994494,0.921376,12
1,s4_f3,1,0.996929,12
1,s4_h3,0.261524,0.993397,12
1,s4_h4,0.997247,0.994713,12
0,s1_f4,0.998211,0.351167,12
0.4,s1_h5,0.70027,0.42593,12
1,s2_f4,0.996284,0.943692,12
1,s2_h5,0.999816,0.996803,12
1,s3_f4,0.699857,0.993313,12
1,s3_h5,0.997431,0.996091,12
1,s4_f4,0.995458,0.976328,12
1,s4_h5,0.999816,0.888055,12
1,s1_f5,0.282377,0.762988,12
0,s2_f5,1,0.99364,12
1,s3_f5,1,0.512873,12
1,s4_f5,1,0.994314,12
1,s1_f1,0.997247,0.319399,13
1,s1_f2,0,0.790479,13
0.4,s1_h1,0.998348,0.706952,13
0,s1_h2,0.697999,0.58891,13
1,s2_f1,0.261524,0.995818,13
1,s2_f2,0.99633,0.991384,13
1,s2_h1,0.996697,0.994058,13
1,s2_h2,0.994839,0.995669,13
0,s3_f1,1,0.898715,13
0,s3_f2,0.999082,0.981642,13
1,s3_h1,0.49014,0.925778,13
1,s3_h2,0.996903,0.979483,13
1,s4_f1,0.997247,0.998564,13
1,s4_f2,0.995412,0.935268,13
1,s4_h1,0.998348,0.663031,13
1,s4_h2,0.997591,0.688,13
1,s1_f3,0.993577,0.344827,13
0,s1_h3,0.997247,0.676462,13
0.6,s1_h4,0.701921,0.67396,13
1,s2_f3,0.998165,0.996502,13
1,s2_h3,0.997247,0.997594,13
1,s2_h4,0.999725,0.979763,13
1,s3_f3,0.999082,0.998217,13
1,s3_h3,0,0.997594,13
1,s3_h4,0.992017,0.95203,13
0,s4_f3,0.999082,0.998217,13
1,s4_h3,1,0.68657,13
1,s4_h4,0.999725,0.995775,13
1,s1_f4,0.649894,0.622431,13
1,s1_h5,0.423545,0.540943,13
1,s2_f4,0.994494,0.96574,13
1,s2_h5,0.999082,0.998067,13
0.2,s3_f4,0.997247,0.870286,13
0,s3_h5,0.998165,0.996652,13
1,s4_f4,0.997247,0.984348,13
1,s4_h5,0.999082,0.934909,13
0,s1_f5,1,0.561499,13
1,s2_f5,0.261524,0.996306,13
1,s3_f5,1,0.717094,13
1,s4_f5,1,0.996698,13
1,s1_f1,0.995412,0.603577,14
0.4,s1_f2,1,0.459082,14
1,s1_h1,0.1986,0.829116,14
0.4,s1_h2,0,0.634644,14
1,s2_f1,0.99633,0.687976,14
1,s2_f2,0.991742,0.993457,14
1,s2_h1,1,0.995164,14
1,s2_h2,0.998899,0.995321,14
0.4,s3_f1,0.0774968,0.941177,14
1,s3_f2,0,0.988954,14
0.2,s3_h1,1,0.743143,14
1,s3_h2,0.998624,0.986786,14
1,s4_f1,0.999082,0.998012,14
1,s4_f2,1,0.960482,14
1,s4_h1,1,0.803608,14
1,s4_h2,0.999725,0.817792,14
0,s1_f3,0.995412,0.616806,14
1,s1_h3,0.261524,0.810947,14
0,s1_h4,0.702105,0.685683,14
1,s2_f3,0.99633,0.997199,14
0.6,s2_h3,0.999816,0.997449,14
1,s2_h4,0.999816,0.988132,14
1,s3_f3,0.999082,0.99858,14
1,s3_h3,0.999816,0.579367,14
1,s3_h4,0.991925,0.968794,14
1,s4_f3,0,0.99858,14
1,s4_h3,0.999633,0.817971,14
1,s4_h4,0.999816,0.997431,14
0.6,s1_f4,0.99789,0.633945,14
1,s1_h5,0.998165,0.491726,14
1,s2_f4,0.992384,0.977795,14
1,s2_h5,0.999082,0.998492,14
1,s3_f4,0.998532,0.923513,14
1,s3_h5,0.261524,0.997287,14
1,s4_f4,0.999358,0.989756,14
0,s4_h5,0.999082,0.961813,14
1,s1_f5,0,0.745334,14
1,s2_f5,1,0.688259,14
0,s3_f5,1,0.835698,14
1,s4_f5,1,0.998082,14
1,s1_f1,0.995412,0.767848,15
0.6,s1_f2,0.544829,0.685854,15
0.2,s1_h1,1,0.564781,15
0,s1_h2,0.286024,0.368578,15
1,s2_f1,0.99633,0.817249,15
1,s2_f2,0.99633,0.992738,15
1,s2_h1,1,0.997192,15
1,s2_h2,1,0.996821,15
0,s3_f1,0.293686,0.579092,15
1,s3_f2,0.999082,0.574349,15
1,s3_h1,0.261524,0.850827,15
1,s3_h2,1,0.991749,15
1,s4_f1,0.999082,0.998461,15
1,s4_f2,0.995412,0.97705,15
1,s4_h1,1,0.885942,15
1,s4_h2,1,0.894065,15
1,s1_f3,0,0.775531,15
1,s1_h3,1,0.580609,15
0,s1_h4,0,0.692567,15
1,s2_f3,0.997247,0.996835,15
1,s2_h3,0.702472,0.998441,15
1,s2_h4,1,0.99303,15
1,s3_f3,1,0.99879,15
0,s3_h3,1,0.755635,15
1,s3_h4,0.991742,0.978491,15
1,s4_f3,1,0.579939,15
1,s4_h3,1,0.89413,15
1,s4_h4,1,0.998431,15
1,s1_f4,0.701371,0.786523,15
0,s1_h5,1,0.704043,15
1,s2_f4,0.991191,0.983911,15
1,s2_h5,0.997247,0.99874,15
0.2,s3_f4,0.999449,0.954963,15
1,s3_h5,1,0.688829,15
1,s4_f4,0.999449,0.993781,15
1,s4_h5,0,0.977438,15
0.2,s1_f5,1,0.432863,15
1,s2_f5,1,0.818952,15
1,s3_f5,0.261524,0.904579,15
1,s4_f5,1,0.998886,15
