SC,SP,Periode,Device_trust,Friendship,Localisation,Reputation,Experiance
f2,h2,4,0.965761,0.25,0.768221,0.5,0.5
h5,f3,4,0.965761,0.333333,0.517238,0.5,0.5
h5,f4,4,0.966529,0.333333,0.793936,0.592857,0.8
h1,f2,4,0.966497,0.5,0.556362,0.5,0.34
h1,f3,4,0.965761,0.5,0.4744,0.5,0.5
h2,f3,5,0.979731,0.5,0.428662,0.5,0.5
h2,h1,5,0.980574,0.5,0.43937,0.5,0.5
h3,f1,5,0.980587,0.5,0.659381,0.5,0.7
h3,f3,5,0.979731,0.5,0.805921,0.5,0.5
f4,f1,5,0.980587,0.5,0.163344,0.5,0.5
f2,f5,5,0.979483,0.75,0.0994279,0.5,0.5
f3,f1,5,0.980587,0.333333,0.502559,0.5,0.5
f3,f4,5,0.980561,0.666667,0.634183,0.592857,0.7
h3,f2,6,0.988624,0.5,0.851998,0.5,0.7
h3,h2,6,0.987844,0,0.621867,0.5,0.5
h1,f2,6,0.988624,0.5,0.556362,0.5,0.34
h1,h2,6,0.987844,0.5,0.43937,0.5,0.5
f1,f2,6,0.988624,0.666667,0.742268,0.5,0.5
f1,f5,6,0.986404,0.666667,0.0983332,0.5,0.5
f1,h2,6,0.987844,0.333333,0.685799,0.5,0.5
h5,f1,6,0.988726,0.333333,0.119574,0.5,0.5
h5,f2,6,0.988624,0.333333,0.191639,0.5,0.5
h5,f4,6,0.988662,0.333333,0.793936,0.592857,0.75
h5,f5,6,0.986404,0.333333,0.750669,0.5,0.5
h5,h2,6,0.987844,0.666667,0,0.5,0.5
f4,f1,6,0.988726,0.5,0.163344,0.5,0.38
f4,f2,6,0.988624,0.5,0.292101,0.5,0.5
f4,f5,6,0.986404,0.5,0.552963,0.5,0.5
f4,h2,6,0.987844,0,0.0635079,0.5,0.5
f5,f1,6,0.988726,0.666667,0.0983332,0.5,0.5
f5,f2,6,0.988624,1,0.0994279,0.5,0.53
f5,f4,6,0.988662,0.333333,0.552963,0.592857,0.7
f5,h2,6,0.987844,0.333333,0,0.5,0.5
h4,f1,6,0.988726,0.5,0.350769,0.5,0.5
h4,f2,6,0.988624,0.5,0.490369,0.5,0.5
h4,f3,6,0.987969,0.5,0.83245,0.5,0.5
h4,f5,6,0.986404,0,0.480404,0.5,0.5
h4,h2,6,0.987844,0,0.261497,0.5,0.5
h5,f5,6,0.986404,0.333333,0.750669,0.5,0.5
h5,h2,6,0.987844,0.666667,0,0.5,0.5
h5,f2,6,0.988624,0.333333,0.191639,0.5,0.5
h5,f1,6,0.988726,0.333333,0.119574,0.5,0.5
h5,f3,6,0.987969,0.333333,0.517238,0.5,0.38
h5,f4,6,0.988662,0.333333,0.793936,0.592857,0.85
f4,h3,7,0.99144,0.5,0.440104,0.5,0.433333
h5,f4,7,0.993193,0.333333,0.793936,0.592857,0.875
h5,h3,7,0.99144,0.666667,0.334537,0.5,0.5
f3,h3,7,0.99144,0.333333,0.805921,0.5,0.5
f4,f3,7,0.992441,1,0.634183,0.5,0.7
h5,f1,7,0.993452,0.333333,0.119574,0.5,0.5
h5,f2,7,0.993393,0.333333,0.191639,0.5,0.5
h5,f3,7,0.992441,0.333333,0.517238,0.5,0.38
h5,h2,7,0.992555,0.666667,0,0.5,0.5
h5,h3,7,0.99144,0.666667,0.334537,0.5,0.5
f3,h1,8,0.996195,0.333333,0.4744,0.5,0.5
f3,h2,8,0.995292,0.333333,0.428662,0.5,0.5
h5,f4,8,0.996164,0.333333,0.793936,0.592857,0.892857
h5,f5,8,0.99444,0.333333,0.750669,0.5,0.5
h5,h1,8,0.996195,0.333333,0.228055,0.5,0.5
h5,h2,8,0.995292,0.666667,0,0.5,0.5
h5,h3,8,0.994347,0.666667,0.334537,0.5,0.7
h3,f4,8,0.996164,0.5,0.440104,0.592857,0.5
h3,f5,8,0.99444,0,0.225157,0.5,0.5
h3,h1,8,0.996195,0.5,0.550043,0.5,0.5
h3,h2,8,0.995292,0,0.621867,0.5,0.5
h2,f4,8,0.996164,0,0.0635079,0.592857,0.5
h2,f5,8,0.99444,0.5,0,0.5,0.5
h2,h3,8,0.994347,0,0.621867,0.5,0.5
h2,f5,8,0.99444,0.5,0,0.5,0.5
h2,f4,8,0.996164,0,0.0635079,0.592857,0.5
h3,f4,8,0.996164,0.5,0.440104,0.592857,0.5
h3,h2,8,0.995292,0,0.621867,0.5,0.5
h3,f5,8,0.99444,0,0.225157,0.5,0.5
f4,f1,8,0.996197,0.5,0.163344,0.5,0.38
f4,f3,8,0.995225,1,0.634183,0.5,0.85
f4,f5,8,0.99444,0.5,0.552963,0.5,0.7
f4,h2,8,0.995292,0,0.0635079,0.5,0.5
h5,f5,8,0.99444,0.333333,0.750669,0.5,0.5
h5,h2,8,0.995292,0.666667,0,0.5,0.5
h5,f1,8,0.996197,0.333333,0.119574,0.5,0.5
h2,f3,9,0.996842,0.5,0.428662,0.5,0.5
h2,h4,9,0.996886,0,0.261497,0.5,0.5
f3,h4,9,0.996886,0.333333,0.83245,0.5,0.5
f5,f4,9,0.997772,0.333333,0.552963,0.592857,0.85
f5,h4,9,0.996886,0,0.480404,0.5,0.5
h5,h4,9,0.996886,0.666667,0.664526,0.5,0.5
h4,f5,9,0.997473,0,0.480404,0.5,0.5
h3,f5,9,0.997473,0,0.225157,0.5,0.5
h3,h4,9,0.996886,1,0.638371,0.5,0.5
h5,f3,9,0.996842,0.333333,0.517238,0.5,0.38
h5,f5,9,0.997473,0.333333,0.750669,0.5,0.7
h5,f5,9,0.997473,0.333333,0.750669,0.5,0.7
h5,f3,9,0.996842,0.333333,0.517238,0.5,0.38
h5,f1,9,0.997792,0.333333,0.119574,0.5,0.5
h5,h2,9,0.997322,0.666667,0,0.5,0.7
h5,h2,9,0.997322,0.666667,0,0.5,0.7
h5,f1,9,0.997792,0.333333,0.119574,0.5,0.5
h5,f3,9,0.996842,0.333333,0.517238,0.5,0.38
f2,f1,10,0.998717,0.5,0.742268,0.5,0.47
f2,f3,10,0.997781,0.25,0.657919,0.6,0.5
f2,f4,10,0.998706,0.25,0.292101,0.637143,0.5
h3,f3,10,0.997781,0.5,0.805921,0.6,0.7
h3,f4,10,0.998706,0.5,0.440104,0.637143,0.54
h5,f4,10,0.998706,0.333333,0.793936,0.637143,0.892857
h5,h4,10,0.998322,0.666667,0.664526,0.5,0.7
f4,f2,10,0.996031,0.5,0.292101,0.5,0.5
f4,h4,10,0.998322,0.5,0.801733,0.5,0.5
f1,h4,10,0.998322,0.333333,0.350769,0.5,0.5
f2,h1,10,0.998717,0.25,0.556362,0.5,0.5
f2,f1,11,0.999255,0.5,0.742268,0.5,0.62
f1,h4,11,0.999131,0.333333,0.350769,0.5,0.7
h3,h4,11,0.999131,1,0.638371,0.5,0.5
h4,h2,11,0.999179,0,0.261497,0.5,0.5
h5,f4,12,0.999564,0.333333,0.793936,0.637143,0.70625
f4,f3,12,0.998644,1,0.634183,0.6,0.66
f3,f2,12,0.997917,0.333333,0.657919,0.583333,0.5
f1,f4,12,0.999564,0.333333,0.163344,0.637143,0.5
h2,f4,12,0.999564,0,0.0635079,0.637143,0.5
h2,f5,12,0.998259,0.5,0,0.5,0.5
f3,f2,12,0.997917,0.333333,0.657919,0.583333,0.6
f3,f4,12,0.999564,0.666667,0.634183,0.637143,0.85
f3,f5,12,0.998259,0.333333,0.375065,0.5,0.5
h3,f1,13,0.999749,0.5,0.659381,0.5,0.7
f4,h3,13,0.999683,0.5,0.440104,0.5,0.65
h5,f4,13,0.999747,0.333333,0.793936,0.637143,0.883333
h4,f3,14,0.998934,0.5,0.83245,0.6,0.7
h4,f5,14,0.998539,0,0.480404,0.5,0.5
f3,f5,14,0.998539,0.333333,0.375065,0.5,0.7
f3,h4,14,0.99983,0.333333,0.83245,0.5,0.7
h4,f3,14,0.998934,0.5,0.83245,0.6,0.7
f2,f5,14,0.998539,0.75,0.0994279,0.5,0.7
f2,h4,14,0.99983,0.25,0.490369,0.5,0.5
f5,f2,14,0.999259,1,0.0994279,0.583333,0.53
f5,h4,14,0.99983,0,0.480404,0.5,0.5
f1,f2,14,0.999259,0.666667,0.742268,0.583333,0.7
f1,f5,14,0.998539,0.666667,0.0983332,0.5,0.5
f1,h4,14,0.99983,0.333333,0.350769,0.5,0.85
f2,f5,14,0.998539,0.75,0.0994279,0.5,0.7
f2,h4,14,0.99983,0.25,0.490369,0.5,0.5
h2,f1,15,0.999915,0.5,0.685799,0.5,0.5
f4,f2,15,0.99957,0.5,0.292101,0.583333,0.7
f4,f3,15,0.999217,1,0.634183,0.6,0.835
f4,h3,15,0.999873,0.5,0.440104,0.5,0.766667
h5,f2,15,0.99957,0.333333,0.191639,0.583333,0.5
h5,f4,15,0.999915,0.333333,0.793936,0.637143,0.895
h5,f5,15,0.998206,0.333333,0.750669,0.6,0.9
h5,h3,15,0.999873,0.666667,0.334537,0.5,0.7
f4,h3,15,0.999873,0.5,0.440104,0.5,0.766667
f4,f2,15,0.99957,0.5,0.292101,0.583333,0.7
f4,f3,15,0.999217,1,0.634183,0.6,0.868
f4,f5,15,0.998206,0.5,0.552963,0.6,0.7
f3,f2,15,0.99957,0.333333,0.657919,0.583333,0.6
f3,f4,15,0.999915,0.666667,0.634183,0.637143,0.85
f3,f5,15,0.998206,0.333333,0.375065,0.6,0.85
h5,f5,15,0.998206,0.333333,0.750669,0.6,0.9
h5,f2,15,0.99957,0.333333,0.191639,0.583333,0.5
h5,f3,15,0.999217,0.333333,0.517238,0.6,0.38
f4,f2,16,0.99975,0.5,0.292101,0.583333,0.7
f5,f2,16,0.99975,1,0.0994279,0.583333,0.74
f5,f4,16,0.99995,0.333333,0.552963,0.637143,0.9
f1,f2,16,0.99975,0.666667,0.742268,0.583333,0.8
f5,f3,16,0.999791,0.333333,0.375065,0.6,0.5
f5,f4,16,0.99995,0.333333,0.552963,0.637143,0.925
f4,f2,16,0.99975,0.5,0.292101,0.583333,0.85
f4,f3,16,0.999791,1,0.634183,0.6,0.868
f4,f5,16,0.998557,0.5,0.552963,0.6,0.7
f4,f2,16,0.99975,0.5,0.292101,0.583333,0.85
f4,f3,16,0.999791,1,0.634183,0.6,0.89
f4,f5,16,0.998557,0.5,0.552963,0.6,0.7
f3,f4,16,0.99995,0.666667,0.634183,0.637143,0.613333
f3,f5,16,0.998557,0.333333,0.375065,0.6,0.85
f1,f4,17,0.999971,0.333333,0.163344,0.637143,0.7
f1,f5,17,0.998585,0.666667,0.0983332,0.6,0.5
f2,f4,17,0.999971,0.25,0.292101,0.637143,0.5
f2,f5,17,0.998585,0.75,0.0994279,0.6,0.9
h5,f4,17,0.999971,0.333333,0.793936,0.637143,0.904545
h5,f5,17,0.998585,0.333333,0.750669,0.6,0.791667
h5,h3,17,0.999957,0.666667,0.334537,0.583333,0.7
f1,f5,17,0.998585,0.666667,0.0983332,0.6,0.5
f1,f4,17,0.999971,0.333333,0.163344,0.637143,0.716667
f1,h3,17,0.999957,0.333333,0.659381,0.583333,0.5
h3,f2,17,0.999855,0.5,0.851998,0.583333,0.85
h3,f3,17,0.999879,0.5,0.805921,0.6,0.55
h3,f5,17,0.998585,0,0.225157,0.6,0.5
h3,f2,17,0.999855,0.5,0.851998,0.583333,0.85
h3,f3,17,0.999879,0.5,0.805921,0.6,0.55
h3,f5,17,0.998585,0,0.225157,0.6,0.5
h4,f2,17,0.999855,0.5,0.490369,0.583333,0.5
h4,f3,17,0.999879,0.5,0.83245,0.6,0.9
h4,f5,17,0.998585,0,0.480404,0.6,0.5
h4,h3,17,0.999957,1,0.638371,0.583333,0.5
f3,f2,17,0.999855,0.333333,0.657919,0.583333,0.6
f3,f5,17,0.998585,0.333333,0.375065,0.6,0.9
f3,h3,17,0.999957,0.333333,0.805921,0.583333,0.38
f3,f2,18,0.99956,0.333333,0.657919,0.583333,0.6
f4,f3,18,0.99993,1,0.634183,0.64,0.89
f4,f3,18,0.99993,1,0.634183,0.64,0.772381
f4,h1,18,0.99919,0.5,0.212492,0.5,0.85
h3,f1,19,0.99999,0.5,0.659381,0.578333,0.85
h3,f2,19,0.999744,0.5,0.851998,0.633333,0.9
h3,f4,19,0.99999,0.5,0.440104,0.6405,0.54
h3,f2,19,0.999744,0.5,0.851998,0.633333,0.9
h3,f1,19,0.99999,0.5,0.659381,0.578333,0.85
h3,f4,19,0.99999,0.5,0.440104,0.6405,0.54
h3,h4,19,0.999989,1,0.638371,0.5,0.7
f4,f1,19,0.99999,0.5,0.163344,0.578333,0.38
f4,h4,19,0.999989,0.5,0.801733,0.5,0.5
f3,f1,19,0.99999,0.333333,0.502559,0.578333,0.5
f3,f4,19,0.99999,0.666667,0.634183,0.6405,0.613333
f3,h4,19,0.999989,0.333333,0.83245,0.5,0.7
f4,h4,19,0.999989,0.5,0.801733,0.5,0.5
f4,f3,19,0.999959,1,0.634183,0.64,0.8925
f1,f4,19,0.99999,0.333333,0.163344,0.6405,0.533333
f1,h4,19,0.999989,0.333333,0.350769,0.5,0.85
h3,f4,19,0.99999,0.5,0.440104,0.6405,0.54
h3,f1,19,0.99999,0.5,0.659381,0.578333,0.85
h3,f2,19,0.999744,0.5,0.851998,0.633333,0.94
h5,f2,21,0.999914,0.333333,0.191639,0.633333,0.5
h5,f3,21,0.999986,0.333333,0.517238,0.64,0.38
h5,f4,21,0.999997,0.333333,0.793936,0.6405,0.904545
f4,f2,21,0.999914,0.5,0.292101,0.633333,0.9
f4,f3,21,0.999986,1,0.634183,0.64,0.904444
f4,h2,21,0.999996,0,0.0635079,0.5,0.5
h5,f2,21,0.999914,0.333333,0.191639,0.633333,0.5
h5,h2,21,0.999996,0.666667,0,0.5,0.85
f5,f2,21,0.999914,1,0.0994279,0.633333,0.74
f4,f5,21,0.999136,0.5,0.552963,0.6,0.7
h3,f1,21,0.999997,0.5,0.659381,0.578333,0.85
h3,f5,21,0.999136,0,0.225157,0.6,0.5
f3,f1,21,0.999997,0.333333,0.502559,0.578333,0.7
f3,f5,21,0.999136,0.333333,0.375065,0.6,0.925
h2,f1,21,0.999997,0.5,0.685799,0.578333,0.7
h4,h3,21,0.999995,1,0.638371,0.583333,0.5
f1,h3,21,0.999995,0.333333,0.659381,0.583333,0.5
f2,h1,22,0.99158,0.25,0.556362,0.5,0.3
h1,f2,22,0.99995,0.5,0.556362,0.633333,0.34
h1,h3,22,0.999997,0.5,0.550043,0.583333,0.5
f3,f1,22,0.999998,0.333333,0.502559,0.578333,0.7
f3,f2,22,0.99995,0.333333,0.657919,0.633333,0.775
f3,h1,22,0.99158,0.333333,0.4744,0.5,0.5
f3,f1,22,0.999998,0.333333,0.502559,0.578333,0.7
f3,h1,22,0.99158,0.333333,0.4744,0.5,0.5
h3,f1,22,0.999998,0.5,0.659381,0.578333,0.9
h3,f2,22,0.99995,0.5,0.851998,0.633333,0.95
h3,f4,22,0.999998,0.5,0.440104,0.6405,0.54
h3,h1,22,0.99158,0.5,0.550043,0.5,0.7
h2,f1,22,0.999998,0.5,0.685799,0.578333,0.55
h2,f2,22,0.99995,0.5,0.768221,0.633333,0.5
h2,f4,22,0.999998,0,0.0635079,0.6405,0.5
h2,h5,22,0.999367,1,0,0.5,0.5
h3,f2,22,0.99995,0.5,0.851998,0.633333,0.95
h3,f4,22,0.999998,0.5,0.440104,0.6405,0.54
h3,f3,22,0.999992,0.5,0.805921,0.64,0.75
h3,h5,22,0.999367,1,0.334537,0.5,0.6
f2,f3,23,0.999995,0.25,0.657919,0.64,0.5
h1,f4,23,0.999999,0.5,0.212492,0.6405,0.5
h5,f3,23,0.999995,0.333333,0.517238,0.64,0.38
h5,f4,23,0.999999,0.333333,0.793936,0.6405,0.7525
f2,f1,23,0.999999,0.5,0.742268,0.578333,0.645
f2,f3,23,0.999995,0.25,0.657919,0.64,0.54
f2,h5,24,0.998411,0.25,0.191639,0.5,0.5
h2,f5,24,0.998687,0.5,0,0.6,0.5
h2,h1,24,0.995119,0.5,0.43937,0.5,0.4
h2,h5,24,0.998411,1,0,0.5,0.5
f2,h5,24,0.998411,0.25,0.191639,0.5,0.5
f2,f5,24,0.998687,0.75,0.0994279,0.6,0.9
f2,h1,24,0.995119,0.25,0.556362,0.5,0.3
f5,h1,24,0.995119,0.333333,0.269286,0.5,0.5
f5,h3,24,0.999999,0,0.225157,0.583333,0.5
f5,h5,24,0.998411,0.333333,0.750669,0.5,0.5
h5,f1,24,0.999999,0.333333,0.119574,0.578333,0.5
h5,f4,24,0.999999,0.333333,0.793936,0.6405,0.580769
h5,f5,24,0.998687,0.333333,0.750669,0.6,0.791667
h5,h1,24,0.995119,0.333333,0.228055,0.5,0.5
h5,h3,24,0.999999,0.666667,0.334537,0.583333,0.85
h1,f1,24,0.999999,0,0.750855,0.578333,0.5
h1,f4,24,0.999999,0.5,0.212492,0.6405,0.5
h1,f5,24,0.998687,0.5,0.269286,0.6,0.5
h1,h3,24,0.999999,0.5,0.550043,0.583333,0.34
f2,h1,24,0.995119,0.25,0.556362,0.5,0.3
f2,f4,24,0.999999,0.25,0.292101,0.6405,0.7
f2,f5,24,0.998687,0.75,0.0994279,0.6,0.925
f2,h3,24,0.999999,0.25,0.851998,0.583333,0.7
h4,f3,25,0.999998,0.5,0.83245,0.64,0.925
h4,f4,25,1,0.5,0.801733,0.6405,0.775
h3,f4,25,1,0.5,0.440104,0.6405,0.54
h3,h2,25,1,0,0.621867,0.5,0.5
f3,h2,25,1,0.333333,0.428662,0.5,0.7
f4,f1,25,1,0.5,0.163344,0.578333,0.38
f5,f1,26,1,0.666667,0.0983332,0.578333,0.5
f5,f2,26,0.999847,1,0.0994279,0.633333,0.605
f5,f3,26,0.999999,0.333333,0.375065,0.64,0.7
f5,f4,26,1,0.333333,0.552963,0.6405,0.925
f5,h3,26,1,0,0.225157,0.583333,0.5
f5,h4,26,1,0,0.480404,0.6,0.5
f1,f2,26,0.999847,0.666667,0.742268,0.633333,0.85
f1,f3,26,0.999999,0.333333,0.502559,0.64,0.5
f1,f4,26,1,0.333333,0.163344,0.6405,0.533333
f1,f5,26,0.999833,0.666667,0.0983332,0.6,0.5
f1,h3,26,1,0.333333,0.659381,0.583333,0.4
f1,h4,26,1,0.333333,0.350769,0.6,0.9
h3,f1,26,1,0.5,0.659381,0.578333,0.9
h3,f2,26,0.999847,0.5,0.851998,0.633333,0.95
h3,f3,26,0.999999,0.5,0.805921,0.64,0.8125
h3,f4,26,1,0.5,0.440104,0.6405,0.53
h3,f5,26,0.999833,0,0.225157,0.6,0.5
h3,h4,26,1,1,0.638371,0.6,0.7
h5,f3,28,1,0.333333,0.517238,0.64,0.38
f2,f3,28,1,0.25,0.657919,0.64,0.54
f2,f5,28,0.999944,0.75,0.0994279,0.6,0.925
h3,f3,28,1,0.5,0.805921,0.64,0.8125
h3,f5,28,0.999944,0,0.225157,0.6,0.5
h1,f5,28,0.999944,0.5,0.269286,0.6,0.5
h1,h4,28,1,0.5,0.367107,0.6,0.5
h1,f5,28,0.999944,0.5,0.269286,0.6,0.5
f4,f3,28,1,1,0.634183,0.64,0.614
f4,f5,28,0.999944,0.5,0.552963,0.6,0.85
f4,f3,28,1,1,0.634183,0.64,0.614
f2,f1,30,1,0.5,0.742268,0.578333,0.766
h2,f1,30,1,0.5,0.685799,0.578333,0.67
h2,f5,30,0.999981,0.5,0,0.64,0.5
f4,f1,30,1,0.5,0.163344,0.578333,0.38
f4,f5,30,0.999981,0.5,0.552963,0.64,0.9
f4,h2,30,1,0,0.0635079,0.5,0.5
f2,f1,30,1,0.5,0.742268,0.578333,0.766
f2,f3,30,1,0.25,0.657919,0.643048,0.54
f2,h2,30,1,0.25,0.768221,0.5,0.5
f2,f1,30,1,0.5,0.742268,0.578333,0.766
f2,h2,30,1,0.25,0.768221,0.5,0.5
h5,f1,30,1,0.333333,0.119574,0.578333,0.5
h5,f2,30,0.999983,0.333333,0.191639,0.633333,0.5
h5,h2,30,1,0.666667,0,0.5,0.9
h1,f1,30,1,0,0.750855,0.578333,0.34
h1,f2,30,0.999983,0.5,0.556362,0.633333,0.34
h3,f1,30,1,0.5,0.659381,0.578333,0.9
h3,f2,30,0.999983,0.5,0.851998,0.633333,0.637143
h3,h1,30,0.999813,0.5,0.550043,0.5,0.85
f4,f2,30,0.999983,0.5,0.292101,0.633333,0.9
f4,f3,30,1,1,0.634183,0.643048,0.880909
f4,f5,30,0.999981,0.5,0.552963,0.64,0.725
f4,h1,30,0.999813,0.5,0.212492,0.5,0.85
f5,f2,30,0.999983,1,0.0994279,0.633333,0.605
f5,f3,30,1,0.333333,0.375065,0.643048,0.7
f5,h1,30,0.999813,0.333333,0.269286,0.5,0.5
f1,h4,31,1,0.333333,0.350769,0.6,0.9
h3,f3,31,1,0.5,0.805921,0.643048,0.55
h3,f5,31,0.999989,0,0.225157,0.64,0.5
h3,h2,31,1,0,0.621867,0.590476,0.5
f2,f3,31,1,0.25,0.657919,0.643048,0.73
f2,f5,31,0.999989,0.75,0.0994279,0.64,0.94
f2,h2,31,1,0.25,0.768221,0.590476,0.7
f2,h3,31,1,0.25,0.851998,0.583333,0.85
h3,h2,31,1,0,0.621867,0.590476,0.5
h3,f2,31,0.99999,0.5,0.851998,0.633333,0.637143
h3,f3,31,1,0.5,0.805921,0.643048,0.666667
f4,f2,31,0.99999,0.5,0.292101,0.633333,0.9
f4,f3,31,1,1,0.634183,0.643048,0.880909
f4,h2,31,1,0,0.0635079,0.590476,0.5
f4,h3,31,1,0.5,0.440104,0.583333,0.825
h1,f2,31,0.99999,0.5,0.556362,0.633333,0.34
h1,h2,31,1,0.5,0.43937,0.590476,0.7
h1,h3,31,1,0.5,0.550043,0.583333,0.34
f3,f1,32,1,0.333333,0.502559,0.590917,0.85
f3,f4,32,1,0.666667,0.634183,0.6405,0.613333
f2,f3,32,1,0.25,0.657919,0.643048,0.73
f2,f4,32,1,0.25,0.292101,0.6405,0.7
f2,h2,32,1,0.25,0.768221,0.590476,0.7
f2,h2,32,1,0.25,0.768221,0.590476,0.7
f2,f4,32,1,0.25,0.292101,0.6405,0.7
f2,f5,32,0.999994,0.75,0.0994279,0.64,0.87
h5,f2,32,0.999994,0.333333,0.191639,0.657778,0.5
h5,f4,32,1,0.333333,0.793936,0.6405,0.580769
h5,h2,32,1,0.666667,0,0.590476,0.791667
h1,f2,32,0.999994,0.5,0.556362,0.657778,0.34
h1,f4,32,1,0.5,0.212492,0.6405,0.5
h1,h2,32,1,0.5,0.43937,0.590476,0.49
f5,f2,32,0.999994,1,0.0994279,0.657778,0.605
f5,f4,32,1,0.333333,0.552963,0.6405,0.94
f5,h2,32,1,0.333333,0,0.590476,0.5
h1,h2,32,1,0.5,0.43937,0.590476,0.49
h1,f2,32,0.999994,0.5,0.556362,0.657778,0.34
h3,f2,32,0.999994,0.5,0.851998,0.657778,0.9025
h5,f3,33,1,0.333333,0.517238,0.643048,0.38
h5,h4,33,1,0.666667,0.664526,0.6,0.7
h5,h4,33,1,0.666667,0.664526,0.6,0.7
h5,f3,33,1,0.333333,0.517238,0.643048,0.38
h1,f3,33,1,0.5,0.4744,0.643048,0.7
h1,h4,33,1,0.5,0.367107,0.6,0.34
h1,h5,33,0.997994,0.5,0.228055,0.5,0.5
h5,h4,33,1,0.666667,0.664526,0.6,0.7
h5,f3,33,1,0.333333,0.517238,0.643048,0.38
h5,f4,33,1,0.333333,0.793936,0.6405,0.580769
f2,f3,33,1,0.25,0.657919,0.643048,0.5
f2,f4,33,1,0.25,0.292101,0.6405,0.7
f2,f5,33,0.999996,0.75,0.0994279,0.64,0.84
f3,f1,33,1,0.333333,0.502559,0.590917,0.74
f3,f4,33,1,0.666667,0.634183,0.6405,0.613333
f3,f5,33,0.999996,0.333333,0.375065,0.64,0.94
